Cntry,CntryCo,AttName,AttCode,Year,AttValue
Denmark,DNK,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,52.02679062
Denmark,DNK,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,49.00991821
Denmark,DNK,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,50.32954025
Djibouti,DJI,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,44.88761902
Djibouti,DJI,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,49.29660034
Djibouti,DJI,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,48.84983826
Djibouti,DJI,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,..
Djibouti,DJI,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
Djibouti,DJI,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
Djibouti,DJI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,..
Djibouti,DJI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,..
Djibouti,DJI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,..
Djibouti,DJI,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
Djibouti,DJI,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
Djibouti,DJI,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,2.443670034
Dominica,DMA,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,89.25153351
Dominica,DMA,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,89.67436981
Dominica,DMA,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,97.17520905
Dominica,DMA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,..
Dominica,DMA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
Dominica,DMA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
Dominica,DMA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,..
Dominica,DMA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,..
Dominica,DMA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,..
Dominica,DMA,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
Dominica,DMA,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
Dominica,DMA,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
Dominican Republic,DOM,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,88.7144165
Dominican Republic,DOM,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,85.16573334
Dominican Republic,DOM,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,94.94249725
Dominican Republic,DOM,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,754007
Dominican Republic,DOM,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
Dominican Republic,DOM,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
Dominican Republic,DOM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,88.24446
Dominican Republic,DOM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,..
Dominican Republic,DOM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,..
Dominican Republic,DOM,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
Dominican Republic,DOM,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
Dominican Republic,DOM,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
East Asia & Pacific,EAS,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,95.67407227
East Asia & Pacific,EAS,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,95.73094177
East Asia & Pacific,EAS,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,96.06874847
East Asia & Pacific,EAS,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,..
East Asia & Pacific,EAS,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
East Asia & Pacific,EAS,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
East Asia & Pacific,EAS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,95.10822296
East Asia & Pacific,EAS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,95.10822296
East Asia & Pacific,EAS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,95.10822296
East Asia & Pacific,EAS,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
East Asia & Pacific,EAS,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
East Asia & Pacific,EAS,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
East Asia & Pacific (excluding high income),EAP,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,95.38614655
East Asia & Pacific (excluding high income),EAP,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,95.43913269
East Asia & Pacific (excluding high income),EAP,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,95.8122406
East Asia & Pacific (excluding high income),EAP,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,..
East Asia & Pacific (excluding high income),EAP,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
East Asia & Pacific (excluding high income),EAP,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
East Asia & Pacific (excluding high income),EAP,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,94.75167084
East Asia & Pacific (excluding high income),EAP,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,94.75167084
East Asia & Pacific (excluding high income),EAP,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,94.75167084
East Asia & Pacific (excluding high income),EAP,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
East Asia & Pacific (excluding high income),EAP,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
East Asia & Pacific (excluding high income),EAP,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
Ecuador,ECU,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,99.3686676
Ecuador,ECU,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,..
Ecuador,ECU,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,97.23944855
Ecuador,ECU,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,1505299
Ecuador,ECU,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
Ecuador,ECU,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,1592598
Ecuador,ECU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,84.19272
Ecuador,ECU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,..
Ecuador,ECU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,84.20696
Ecuador,ECU,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
Ecuador,ECU,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
Ecuador,ECU,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
"Egypt, Arab Rep.",EGY,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,98.16384888
"Egypt, Arab Rep.",EGY,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,..
"Egypt, Arab Rep.",EGY,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,98.608078
"Egypt, Arab Rep.",EGY,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,..
"Egypt, Arab Rep.",EGY,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
"Egypt, Arab Rep.",EGY,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
"Egypt, Arab Rep.",EGY,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,..
"Egypt, Arab Rep.",EGY,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,..
"Egypt, Arab Rep.",EGY,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,..
"Egypt, Arab Rep.",EGY,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,24.6195507
"Egypt, Arab Rep.",EGY,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,24.55183029
"Egypt, Arab Rep.",EGY,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,22.52436066
El Salvador,SLV,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,95.83834076
El Salvador,SLV,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,95.95600128
El Salvador,SLV,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,95.99897766
El Salvador,SLV,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,724698
El Salvador,SLV,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,655531
El Salvador,SLV,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,658162
El Salvador,SLV,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,82.02863
El Salvador,SLV,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,83.9513
El Salvador,SLV,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,84.10289
El Salvador,SLV,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,10.39332962
El Salvador,SLV,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,10.54290962
El Salvador,SLV,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,10.11690998
Equatorial Guinea,GNQ,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,..
Equatorial Guinea,GNQ,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,52.96731186
Equatorial Guinea,GNQ,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,52.74526978
Equatorial Guinea,GNQ,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,..
Equatorial Guinea,GNQ,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
Equatorial Guinea,GNQ,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
Equatorial Guinea,GNQ,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,..
Equatorial Guinea,GNQ,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,..
Equatorial Guinea,GNQ,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,..
Equatorial Guinea,GNQ,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
Equatorial Guinea,GNQ,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
Equatorial Guinea,GNQ,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
Eritrea,ERI,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,47.13217163
Eritrea,ERI,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,43.80147934
Eritrea,ERI,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,40.53377151
Eritrea,ERI,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,..
Eritrea,ERI,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,918661
Eritrea,ERI,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
Eritrea,ERI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,..
Eritrea,ERI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,64.66297
Eritrea,ERI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,..
Eritrea,ERI,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
Eritrea,ERI,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
Eritrea,ERI,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
Estonia,EST,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,96.7607193
Estonia,EST,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,96.27493286
Estonia,EST,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,96.09259033
Estonia,EST,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,..
Estonia,EST,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
Estonia,EST,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
Estonia,EST,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,..
Estonia,EST,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,..
Estonia,EST,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,..
Estonia,EST,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,29.43704987
Estonia,EST,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,24.84086037
Estonia,EST,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,24.11277962
Ethiopia,ETH,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,71.12909698
Ethiopia,ETH,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,76.78813934
Ethiopia,ETH,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,76.36157227
Ethiopia,ETH,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,26847204
Ethiopia,ETH,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
Ethiopia,ETH,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
Ethiopia,ETH,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,38.99598
Ethiopia,ETH,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,..
Ethiopia,ETH,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,..
Ethiopia,ETH,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,2.111569881
Ethiopia,ETH,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,3.236439943
Ethiopia,ETH,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
Euro area,EMU,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,99.04633331
Euro area,EMU,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,99.08669281
Euro area,EMU,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,99.07389832
Euro area,EMU,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,..
Euro area,EMU,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
Euro area,EMU,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
Euro area,EMU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,..
Euro area,EMU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,..
Euro area,EMU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,..
Euro area,EMU,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
Euro area,EMU,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
Euro area,EMU,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
Europe & Central Asia,ECS,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,96.8629837
Europe & Central Asia,ECS,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,97.13011169
Europe & Central Asia,ECS,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,96.98088837
Europe & Central Asia,ECS,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,7508956
Europe & Central Asia,ECS,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,7508956
Europe & Central Asia,ECS,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,7508956
Europe & Central Asia,ECS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,98.99758911
Europe & Central Asia,ECS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,98.99758911
Europe & Central Asia,ECS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,98.99758911
Europe & Central Asia,ECS,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
Europe & Central Asia,ECS,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
Europe & Central Asia,ECS,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
Europe & Central Asia (excluding high income),ECA,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,95.01815033
Europe & Central Asia (excluding high income),ECA,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,95.14624023
Europe & Central Asia (excluding high income),ECA,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,94.78151703
Europe & Central Asia (excluding high income),ECA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,3975507
Europe & Central Asia (excluding high income),ECA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,3975507
Europe & Central Asia (excluding high income),ECA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,3975507
Europe & Central Asia (excluding high income),ECA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,98.79963684
Europe & Central Asia (excluding high income),ECA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,98.79963684
Europe & Central Asia (excluding high income),ECA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,98.79963684
Europe & Central Asia (excluding high income),ECA,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
Europe & Central Asia (excluding high income),ECA,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
Europe & Central Asia (excluding high income),ECA,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
European Union,EUU,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,98.19120789
European Union,EUU,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,98.53456879
European Union,EUU,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,98.54057312
European Union,EUU,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,..
European Union,EUU,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
European Union,EUU,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
European Union,EUU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,..
European Union,EUU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,..
European Union,EUU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,..
European Union,EUU,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
European Union,EUU,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
European Union,EUU,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
Faroe Islands,FRO,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,..
Faroe Islands,FRO,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,..
Faroe Islands,FRO,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,..
Faroe Islands,FRO,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,..
Faroe Islands,FRO,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
Faroe Islands,FRO,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
Faroe Islands,FRO,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,..
Faroe Islands,FRO,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,..
Faroe Islands,FRO,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,..
Faroe Islands,FRO,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
Faroe Islands,FRO,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
Faroe Islands,FRO,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
Fiji,FJI,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,99.61434937
Fiji,FJI,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,99.3302002
Fiji,FJI,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,99.38889313
Fiji,FJI,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,..
Fiji,FJI,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
Fiji,FJI,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
Fiji,FJI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,..
Fiji,FJI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2008,..
Fiji,FJI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2009,..
Fiji,FJI,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2007,..
Fiji,FJI,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2008,..
Fiji,FJI,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS,2009,..
Finland,FIN,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2007,97.38365173
Finland,FIN,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2008,97.68226624
Finland,FIN,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,2009,97.72573853
Finland,FIN,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2007,..
Finland,FIN,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2008,..
Finland,FIN,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2009,..
Finland,FIN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,2007,..
