Cntry,CntryCo,Year,Curr,AttCode,AttName,AttValue
Brunei,BRN,2007,Brunei Dollar,EXPC,Exports of goods and serices,"12,524,615,000"
Brunei,BRN,2007,Brunei Dollar,IMPC,Imports of goods and serices,"5,149,481,000"
Brunei,BRN,2007,Brunei Dollar,CACUR,Actual Household Consumption,"4,595,724,073"
Brunei,BRN,2007,Brunei Dollar,GCCUR,Govt Collective Consumption Public Goods,"3,301,226,427"
Brunei,BRN,2008,Brunei Dollar,POP,Population,"381,000"
Brunei,BRN,2008,Brunei Dollar,CHCUR,Final Consumption,"3,608,000,000"
Brunei,BRN,2008,Brunei Dollar,GCUR,Govt Collective Consumption Overall,"3,496,000,000"
Brunei,BRN,2008,Brunei Dollar,ICUR,Domestic Investment,"2,788,000,000"
Brunei,BRN,2008,Brunei Dollar,EXPC,Exports of goods and serices,"15,971,000,000"
Brunei,BRN,2008,Brunei Dollar,IMPC,Imports of goods and serices,"5,633,000,000"
Brunei,BRN,2008,Brunei Dollar,CACUR,Actual Household Consumption,"4,339,667,643"
Brunei,BRN,2008,Brunei Dollar,GCCUR,Govt Collective Consumption Public Goods,"2,764,332,357"
Brunei,BRN,2009,Brunei Dollar,POP,Population,"388,000"
Brunei,BRN,2009,Brunei Dollar,CHCUR,Final Consumption,"2,948,370,738"
Brunei,BRN,2009,Brunei Dollar,GCUR,Govt Collective Consumption Overall,"2,956,424,654"
Brunei,BRN,2009,Brunei Dollar,ICUR,Domestic Investment,"1,896,529,181"
Brunei,BRN,2009,Brunei Dollar,EXPC,Exports of goods and serices,"11,140,431,264"
Brunei,BRN,2009,Brunei Dollar,IMPC,Imports of goods and serices,"4,127,893,891"
Brunei,BRN,2009,Brunei Dollar,CACUR,Actual Household Consumption,"3,567,112,231"
Brunei,BRN,2009,Brunei Dollar,GCCUR,Govt Collective Consumption Public Goods,"2,337,683,161"
Bhutan,BTN,2007,Ngultrum,POP,Population,"673,353"
Bhutan,BTN,2007,Ngultrum,CHCUR,Final Consumption,"18,864,058,375"
Bhutan,BTN,2007,Ngultrum,GCUR,Govt Collective Consumption Overall,"9,454,800,000"
Bhutan,BTN,2007,Ngultrum,ICUR,Domestic Investment,"18,066,471,783"
Bhutan,BTN,2007,Ngultrum,EXPC,Exports of goods and serices,"31,624,662,108"
Bhutan,BTN,2007,Ngultrum,IMPC,Imports of goods and serices,"31,905,593,948"
Bhutan,BTN,2007,Ngultrum,CACUR,Actual Household Consumption,"22,718,635,022"
Bhutan,BTN,2007,Ngultrum,GCCUR,Govt Collective Consumption Public Goods,"5,600,223,353"
Bhutan,BTN,2008,Ngultrum,POP,Population,"682,000"
Bhutan,BTN,2008,Ngultrum,CHCUR,Final Consumption,"20,886,624,698"
Bhutan,BTN,2008,Ngultrum,GCUR,Govt Collective Consumption Overall,"10,372,570,426"
Bhutan,BTN,2008,Ngultrum,ICUR,Domestic Investment,"21,930,691,951"
Bhutan,BTN,2008,Ngultrum,EXPC,Exports of goods and serices,"38,270,131,064"
Bhutan,BTN,2008,Ngultrum,IMPC,Imports of goods and serices,"40,944,871,592"
Bhutan,BTN,2008,Ngultrum,CACUR,Actual Household Consumption,"25,115,362,242"
Bhutan,BTN,2008,Ngultrum,GCCUR,Govt Collective Consumption Public Goods,"6,143,832,882"
Bhutan,BTN,2009,Ngultrum,POP,Population,"691,000"
Bhutan,BTN,2009,Ngultrum,CHCUR,Final Consumption,"23,943,214,175"
Bhutan,BTN,2009,Ngultrum,GCUR,Govt Collective Consumption Overall,"10,939,519,276"
Bhutan,BTN,2009,Ngultrum,ICUR,Domestic Investment,"22,810,629,747"
Bhutan,BTN,2009,Ngultrum,EXPC,Exports of goods and serices,"39,245,669,454"
Bhutan,BTN,2009,Ngultrum,IMPC,Imports of goods and serices,"47,251,342,970"
Bhutan,BTN,2009,Ngultrum,CACUR,Actual Household Consumption,"28,403,088,051"
Bhutan,BTN,2009,Ngultrum,GCCUR,Govt Collective Consumption Public Goods,"6,479,645,400"
Botswana,BWA,2007,Pula,POP,Population,"1,913,422"
Botswana,BWA,2007,Pula,CHCUR,Final Consumption,"26,095,500,000"
Botswana,BWA,2007,Pula,GCUR,Govt Collective Consumption Overall,"14,725,700,000"
Botswana,BWA,2007,Pula,ICUR,Domestic Investment,"19,613,900,000"
Botswana,BWA,2007,Pula,EXPC,Exports of goods and serices,"36,057,300,000"
Botswana,BWA,2007,Pula,IMPC,Imports of goods and serices,"26,912,200,000"
Botswana,BWA,2007,Pula,CACUR,Actual Household Consumption,"28,981,160,537"
Botswana,BWA,2007,Pula,GCCUR,Govt Collective Consumption Public Goods,"11,840,039,463"
Botswana,BWA,2008,Pula,POP,Population,"1,952,000"
Botswana,BWA,2008,Pula,CHCUR,Final Consumption,"31,337,700,000"
Botswana,BWA,2008,Pula,GCUR,Govt Collective Consumption Overall,"18,184,700,000"
Botswana,BWA,2008,Pula,ICUR,Domestic Investment,"29,712,000,000"
Botswana,BWA,2008,Pula,EXPC,Exports of goods and serices,"40,008,000,000"
Botswana,BWA,2008,Pula,IMPC,Imports of goods and serices,"37,862,800,000"
Botswana,BWA,2008,Pula,CACUR,Actual Household Consumption,"34,901,189,081"
Botswana,BWA,2008,Pula,GCCUR,Govt Collective Consumption Public Goods,"14,621,210,919"
Botswana,BWA,2009,Pula,POP,Population,"1,991,000"
Botswana,BWA,2009,Pula,CHCUR,Final Consumption,"36,345,100,000"
Botswana,BWA,2009,Pula,GCUR,Govt Collective Consumption Overall,"20,154,000,000"
Botswana,BWA,2009,Pula,ICUR,Domestic Investment,"19,964,300,000"
Botswana,BWA,2009,Pula,EXPC,Exports of goods and serices,"31,346,000,000"
Botswana,BWA,2009,Pula,IMPC,Imports of goods and serices,"35,928,300,000"
Botswana,BWA,2009,Pula,CACUR,Actual Household Consumption,"40,294,494,763"
Botswana,BWA,2009,Pula,GCCUR,Govt Collective Consumption Public Goods,"16,204,605,237"
Central African Republic,CAF,2007,CFA Franc BEAC,POP,Population,"4,544,000"
Central African Republic,CAF,2007,CFA Franc BEAC,CHCUR,Final Consumption,"718,998,000,000"
Central African Republic,CAF,2007,CFA Franc BEAC,GCUR,Govt Collective Consumption Overall,"81,525,000,000"
Central African Republic,CAF,2007,CFA Franc BEAC,ICUR,Domestic Investment,"81,450,000,000"
Central African Republic,CAF,2007,CFA Franc BEAC,EXPC,Exports of goods and serices,"123,159,000,000"
Central African Republic,CAF,2007,CFA Franc BEAC,IMPC,Imports of goods and serices,"184,544,000,000"
Central African Republic,CAF,2007,CFA Franc BEAC,CACUR,Actual Household Consumption,"738,304,077,050"
Central African Republic,CAF,2007,CFA Franc BEAC,GCCUR,Govt Collective Consumption Public Goods,"62,218,922,950"
Central African Republic,CAF,2008,CFA Franc BEAC,POP,Population,"4,641,000"
Central African Republic,CAF,2008,CFA Franc BEAC,CHCUR,Final Consumption,"805,899,000,000"
Central African Republic,CAF,2008,CFA Franc BEAC,GCUR,Govt Collective Consumption Overall,"84,492,000,000"
Central African Republic,CAF,2008,CFA Franc BEAC,ICUR,Domestic Investment,"106,364,000,000"
Central African Republic,CAF,2008,CFA Franc BEAC,EXPC,Exports of goods and serices,"117,496,000,000"
Central African Republic,CAF,2008,CFA Franc BEAC,IMPC,Imports of goods and serices,"226,607,000,000"
Central African Republic,CAF,2008,CFA Franc BEAC,CACUR,Actual Household Consumption,"825,907,697,481"
Central African Republic,CAF,2008,CFA Franc BEAC,GCCUR,Govt Collective Consumption Public Goods,"64,483,302,519"
Central African Republic,CAF,2009,CFA Franc BEAC,POP,Population,"4,742,000"
Central African Republic,CAF,2009,CFA Franc BEAC,CHCUR,Final Consumption,"836,329,000,000"
Central African Republic,CAF,2009,CFA Franc BEAC,GCUR,Govt Collective Consumption Overall,"89,450,521,008"
Central African Republic,CAF,2009,CFA Franc BEAC,ICUR,Domestic Investment,"109,970,000,000"
Central African Republic,CAF,2009,CFA Franc BEAC,EXPC,Exports of goods and serices,"107,907,000,000"
Central African Republic,CAF,2009,CFA Franc BEAC,IMPC,Imports of goods and serices,"208,943,000,000"
Central African Republic,CAF,2009,CFA Franc BEAC,CACUR,Actual Household Consumption,"857,511,933,466"
Central African Republic,CAF,2009,CFA Franc BEAC,GCCUR,Govt Collective Consumption Public Goods,"68,267,587,542"
Canada,CAN,2007,Canadian Dollar,POP,Population,"32,935,961"
Canada,CAN,2007,Canadian Dollar,CHCUR,Final Consumption,"851,603,000,000"
Canada,CAN,2007,Canadian Dollar,GCUR,Govt Collective Consumption Overall,"293,608,000,000"
Canada,CAN,2007,Canadian Dollar,ICUR,Domestic Investment,"355,472,000,000"
Canada,CAN,2007,Canadian Dollar,EXPC,Exports of goods and serices,"534,718,000,000"
Canada,CAN,2007,Canadian Dollar,IMPC,Imports of goods and serices,"505,055,000,000"
Canada,CAN,2007,Canadian Dollar,CACUR,Actual Household Consumption,"999,454,996,315"
Canada,CAN,2007,Canadian Dollar,GCCUR,Govt Collective Consumption Public Goods,"145,756,003,685"
Canada,CAN,2008,Canadian Dollar,POP,Population,"33,213,000"
Canada,CAN,2008,Canadian Dollar,CHCUR,Final Consumption,"890,351,000,000"
Canada,CAN,2008,Canadian Dollar,GCUR,Govt Collective Consumption Overall,"314,329,000,000"
Canada,CAN,2008,Canadian Dollar,ICUR,Domestic Investment,"370,001,000,000"
Canada,CAN,2008,Canadian Dollar,EXPC,Exports of goods and serices,"563,948,000,000"
Canada,CAN,2008,Canadian Dollar,IMPC,Imports of goods and serices,"539,012,000,000"
Canada,CAN,2008,Canadian Dollar,CACUR,Actual Household Consumption,"1,048,637,500,000"
Canada,CAN,2008,Canadian Dollar,GCCUR,Govt Collective Consumption Public Goods,"156,042,542,717"
Canada,CAN,2009,Canadian Dollar,POP,Population,"33,487,000"
Canada,CAN,2009,Canadian Dollar,CHCUR,Final Consumption,"898,728,000,000"
Canada,CAN,2009,Canadian Dollar,GCUR,Govt Collective Consumption Overall,"333,942,000,000"
Canada,CAN,2009,Canadian Dollar,ICUR,Domestic Investment,"320,293,000,000"
Canada,CAN,2009,Canadian Dollar,EXPC,Exports of goods and serices,"438,553,000,000"
Canada,CAN,2009,Canadian Dollar,IMPC,Imports of goods and serices,"464,722,000,000"
Canada,CAN,2009,Canadian Dollar,CACUR,Actual Household Consumption,"1,066,891,000,000"
Canada,CAN,2009,Canadian Dollar,GCCUR,Govt Collective Consumption Public Goods,"165,779,036,615"
China Version 2,CH2,2007,Yuan Renminbi,POP,Population,"1,310,584,000"
China Version 2,CH2,2007,Yuan Renminbi,CHCUR,Final Consumption,"9,560,980,000,000"
China Version 2,CH2,2007,Yuan Renminbi,GCUR,Govt Collective Consumption Overall,"3,590,040,000,000"
China Version 2,CH2,2007,Yuan Renminbi,ICUR,Domestic Investment,"11,094,320,000,000"
China Version 2,CH2,2007,Yuan Renminbi,EXPC,Exports of goods and serices,"10,206,100,000,000"
China Version 2,CH2,2007,Yuan Renminbi,IMPC,Imports of goods and serices,"7,868,080,000,000"
China Version 2,CH2,2007,Yuan Renminbi,CACUR,Actual Household Consumption,"10,235,823,000,000"
China Version 2,CH2,2007,Yuan Renminbi,GCCUR,Govt Collective Consumption Public Goods,"2,915,197,300,000"
China Version 2,CH2,2008,Yuan Renminbi,POP,Population,"1,317,066,000"
China Version 2,CH2,2008,Yuan Renminbi,CHCUR,Final Consumption,"11,059,450,000,000"
China Version 2,CH2,2008,Yuan Renminbi,GCUR,Govt Collective Consumption Overall,"4,175,210,000,000"
China Version 2,CH2,2008,Yuan Renminbi,ICUR,Domestic Investment,"13,832,530,000,000"
China Version 2,CH2,2008,Yuan Renminbi,EXPC,Exports of goods and serices,"15,817,100,000,000"
China Version 2,CH2,2008,Yuan Renminbi,IMPC,Imports of goods and serices,"12,328,400,000,000"
China Version 2,CH2,2008,Yuan Renminbi,CACUR,Actual Household Consumption,"11,844,291,000,000"
China Version 2,CH2,2008,Yuan Renminbi,GCCUR,Govt Collective Consumption Public Goods,"3,390,369,200,000"
China Version 2,CH2,2009,Yuan Renminbi,POP,Population,"1,323,592,000"
China Version 2,CH2,2009,Yuan Renminbi,CHCUR,Final Consumption,"12,112,990,000,000"
China Version 2,CH2,2009,Yuan Renminbi,GCUR,Govt Collective Consumption Overall,"4,439,690,000,000"
China Version 2,CH2,2009,Yuan Renminbi,ICUR,Domestic Investment,"16,446,350,000,000"
China Version 2,CH2,2009,Yuan Renminbi,EXPC,Exports of goods and serices,"13,332,100,000,000"
China Version 2,CH2,2009,Yuan Renminbi,IMPC,Imports of goods and serices,"10,435,500,000,000"
China Version 2,CH2,2009,Yuan Renminbi,CACUR,Actual Household Consumption,"12,947,547,000,000"
China Version 2,CH2,2009,Yuan Renminbi,GCCUR,Govt Collective Consumption Public Goods,"3,605,133,200,000"
Switzerland,CHE,2007,Swiss Franc,POP,Population,"7,555,000"
Switzerland,CHE,2007,Swiss Franc,CHCUR,Final Consumption,"296,789,000,000"
Switzerland,CHE,2007,Swiss Franc,GCUR,Govt Collective Consumption Overall,"56,379,100,000"
Switzerland,CHE,2007,Swiss Franc,ICUR,Domestic Investment,"114,393,000,000"
Switzerland,CHE,2007,Swiss Franc,EXPC,Exports of goods and serices,"293,067,000,000"
Switzerland,CHE,2007,Swiss Franc,IMPC,Imports of goods and serices,"239,528,000,000"
Switzerland,CHE,2007,Swiss Franc,CACUR,Actual Household Consumption,"324,575,622,872"
Switzerland,CHE,2007,Swiss Franc,GCCUR,Govt Collective Consumption Public Goods,"28,592,477,128"
Switzerland,CHE,2008,Swiss Franc,POP,Population,"7,582,000"
Switzerland,CHE,2008,Swiss Franc,CHCUR,Final Consumption,"308,629,000,000"
Switzerland,CHE,2008,Swiss Franc,GCUR,Govt Collective Consumption Overall,"58,647,000,000"
Switzerland,CHE,2008,Swiss Franc,ICUR,Domestic Investment,"114,946,000,000"
Switzerland,CHE,2008,Swiss Franc,EXPC,Exports of goods and serices,"307,454,000,000"
Switzerland,CHE,2008,Swiss Franc,IMPC,Imports of goods and serices,"245,480,000,000"
Switzerland,CHE,2008,Swiss Franc,CACUR,Actual Household Consumption,"337,533,364,766"
Switzerland,CHE,2008,Swiss Franc,GCCUR,Govt Collective Consumption Public Goods,"29,742,635,234"
Switzerland,CHE,2009,Swiss Franc,POP,Population,"7,604,000"
Switzerland,CHE,2009,Swiss Franc,CHCUR,Final Consumption,"310,459,000,000"
Switzerland,CHE,2009,Swiss Franc,GCUR,Govt Collective Consumption Overall,"60,649,000,000"
Switzerland,CHE,2009,Swiss Franc,ICUR,Domestic Investment,"105,601,000,000"
Switzerland,CHE,2009,Swiss Franc,EXPC,Exports of goods and serices,"276,637,000,000"
Switzerland,CHE,2009,Swiss Franc,IMPC,Imports of goods and serices,"218,064,000,000"
Switzerland,CHE,2009,Swiss Franc,CACUR,Actual Household Consumption,"340,350,056,980"
Switzerland,CHE,2009,Swiss Franc,GCCUR,Govt Collective Consumption Public Goods,"30,757,943,020"
Chile,CHL,2007,Chilean Peso,POP,Population,"16,303,851"
Chile,CHL,2007,Chilean Peso,CHCUR,Final Consumption,"46,870,200,000,000"
Chile,CHL,2007,Chilean Peso,GCUR,Govt Collective Consumption Overall,"9,371,660,000,000"
Chile,CHL,2007,Chilean Peso,ICUR,Domestic Investment,"17,586,100,000,000"
Chile,CHL,2007,Chilean Peso,EXPC,Exports of goods and serices,"40,561,300,000,000"
Chile,CHL,2007,Chilean Peso,IMPC,Imports of goods and serices,"28,539,500,000,000"
Chile,CHL,2007,Chilean Peso,CACUR,Actual Household Consumption,"50,848,215,000,000"
Chile,CHL,2007,Chilean Peso,GCCUR,Govt Collective Consumption Public Goods,"5,393,645,200,000"
Chile,CHL,2008,Chilean Peso,POP,Population,"16,454,000"
Chile,CHL,2008,Chilean Peso,CHCUR,Final Consumption,"52,808,300,000,000"
Chile,CHL,2008,Chilean Peso,GCUR,Govt Collective Consumption Overall,"10,603,200,000,000"
Chile,CHL,2008,Chilean Peso,ICUR,Domestic Investment,"22,370,300,000,000"
Chile,CHL,2008,Chilean Peso,EXPC,Exports of goods and serices,"39,976,000,000,000"
Chile,CHL,2008,Chilean Peso,IMPC,Imports of goods and serices,"36,495,200,000,000"
Chile,CHL,2008,Chilean Peso,CACUR,Actual Household Consumption,"57,309,070,000,000"
Chile,CHL,2008,Chilean Peso,GCCUR,Govt Collective Consumption Public Goods,"6,102,429,900,000"
Chile,CHL,2009,Chilean Peso,POP,Population,"16,602,000"
Chile,CHL,2009,Chilean Peso,CHCUR,Final Consumption,"54,795,700,000,000"
Chile,CHL,2009,Chilean Peso,GCUR,Govt Collective Consumption Overall,"12,235,600,000,000"
Chile,CHL,2009,Chilean Peso,ICUR,Domestic Investment,"17,440,200,000,000"
Chile,CHL,2009,Chilean Peso,EXPC,Exports of goods and serices,"34,929,200,000,000"
Chile,CHL,2009,Chilean Peso,IMPC,Imports of goods and serices,"27,809,400,000,000"
Chile,CHL,2009,Chilean Peso,CACUR,Actual Household Consumption,"59,989,379,000,000"
Chile,CHL,2009,Chilean Peso,GCCUR,Govt Collective Consumption Public Goods,"7,041,920,500,000"
China Version 1,CHN,2007,Yuan Renminbi,POP,Population,"1,310,584,000"
China Version 1,CHN,2007,Yuan Renminbi,CHCUR,Final Consumption,"9,560,980,000,000"
China Version 1,CHN,2007,Yuan Renminbi,GCUR,Govt Collective Consumption Overall,"3,590,040,000,000"
China Version 1,CHN,2007,Yuan Renminbi,ICUR,Domestic Investment,"11,094,320,000,000"
China Version 1,CHN,2007,Yuan Renminbi,EXPC,Exports of goods and serices,"10,206,100,000,000"
China Version 1,CHN,2007,Yuan Renminbi,IMPC,Imports of goods and serices,"7,868,080,000,000"
China Version 1,CHN,2007,Yuan Renminbi,CACUR,Actual Household Consumption,"10,235,823,000,000"
China Version 1,CHN,2007,Yuan Renminbi,GCCUR,Govt Collective Consumption Public Goods,"2,915,197,300,000"
China Version 1,CHN,2008,Yuan Renminbi,POP,Population,"1,317,066,000"
China Version 1,CHN,2008,Yuan Renminbi,CHCUR,Final Consumption,"11,059,450,000,000"
China Version 1,CHN,2008,Yuan Renminbi,GCUR,Govt Collective Consumption Overall,"4,175,210,000,000"
China Version 1,CHN,2008,Yuan Renminbi,ICUR,Domestic Investment,"13,832,530,000,000"
China Version 1,CHN,2008,Yuan Renminbi,EXPC,Exports of goods and serices,"15,817,100,000,000"
China Version 1,CHN,2008,Yuan Renminbi,IMPC,Imports of goods and serices,"12,328,400,000,000"
China Version 1,CHN,2008,Yuan Renminbi,CACUR,Actual Household Consumption,"11,844,291,000,000"
China Version 1,CHN,2008,Yuan Renminbi,GCCUR,Govt Collective Consumption Public Goods,"3,390,369,200,000"
China Version 1,CHN,2009,Yuan Renminbi,POP,Population,"1,323,592,000"
China Version 1,CHN,2009,Yuan Renminbi,CHCUR,Final Consumption,"12,112,990,000,000"
China Version 1,CHN,2009,Yuan Renminbi,GCUR,Govt Collective Consumption Overall,"4,439,690,000,000"
China Version 1,CHN,2009,Yuan Renminbi,ICUR,Domestic Investment,"16,446,350,000,000"
China Version 1,CHN,2009,Yuan Renminbi,EXPC,Exports of goods and serices,"13,332,100,000,000"
China Version 1,CHN,2009,Yuan Renminbi,IMPC,Imports of goods and serices,"10,435,500,000,000"
China Version 1,CHN,2009,Yuan Renminbi,CACUR,Actual Household Consumption,"12,947,547,000,000"
China Version 1,CHN,2009,Yuan Renminbi,GCCUR,Govt Collective Consumption Public Goods,"3,605,133,200,000"
Cote d`Ivoire,CIV,2007,CFA Franc BCEAO,POP,Population,"19,746,949"
Cote d`Ivoire,CIV,2007,CFA Franc BCEAO,CHCUR,Final Consumption,"6,540,000,000,000"
Cote d`Ivoire,CIV,2007,CFA Franc BCEAO,GCUR,Govt Collective Consumption Overall,"1,430,000,000,000"
Cote d`Ivoire,CIV,2007,CFA Franc BCEAO,ICUR,Domestic Investment,"1,030,000,000,000"
Cote d`Ivoire,CIV,2007,CFA Franc BCEAO,EXPC,Exports of goods and serices,"4,510,000,000,000"
Cote d`Ivoire,CIV,2007,CFA Franc BCEAO,IMPC,Imports of goods and serices,"4,030,000,000,000"
Cote d`Ivoire,CIV,2007,CFA Franc BCEAO,CACUR,Actual Household Consumption,"6,835,111,900,000"
Cote d`Ivoire,CIV,2007,CFA Franc BCEAO,GCCUR,Govt Collective Consumption Public Goods,"1,134,888,100,000"
Cote d`Ivoire,CIV,2008,CFA Franc BCEAO,POP,Population,"20,180,000"
Cote d`Ivoire,CIV,2008,CFA Franc BCEAO,CHCUR,Final Consumption,"6,990,000,000,000"
Cote d`Ivoire,CIV,2008,CFA Franc BCEAO,GCUR,Govt Collective Consumption Overall,"1,560,000,000,000"
Cote d`Ivoire,CIV,2008,CFA Franc BCEAO,ICUR,Domestic Investment,"1,170,000,000,000"
Cote d`Ivoire,CIV,2008,CFA Franc BCEAO,EXPC,Exports of goods and serices,"4,970,000,000,000"
Cote d`Ivoire,CIV,2008,CFA Franc BCEAO,IMPC,Imports of goods and serices,"4,200,000,000,000"
Cote d`Ivoire,CIV,2008,CFA Franc BCEAO,CACUR,Actual Household Consumption,"7,311,940,300,000"
Cote d`Ivoire,CIV,2008,CFA Franc BCEAO,GCCUR,Govt Collective Consumption Public Goods,"1,238,059,700,000"
Cote d`Ivoire,CIV,2009,CFA Franc BCEAO,POP,Population,"20,617,000"
Cote d`Ivoire,CIV,2009,CFA Franc BCEAO,CHCUR,Final Consumption,"7,530,000,000,000"
Cote d`Ivoire,CIV,2009,CFA Franc BCEAO,GCUR,Govt Collective Consumption Overall,"948,000,000,000"
Cote d`Ivoire,CIV,2009,CFA Franc BCEAO,ICUR,Domestic Investment,"1,110,000,000,000"
Cote d`Ivoire,CIV,2009,CFA Franc BCEAO,EXPC,Exports of goods and serices,"5,320,000,000,000"
Cote d`Ivoire,CIV,2009,CFA Franc BCEAO,IMPC,Imports of goods and serices,"4,020,000,000,000"
Cote d`Ivoire,CIV,2009,CFA Franc BCEAO,CACUR,Actual Household Consumption,"7,725,640,600,000"
Cote d`Ivoire,CIV,2009,CFA Franc BCEAO,GCCUR,Govt Collective Consumption Public Goods,"752,359,385,281"
Cameroon,CMR,2007,CFA Franc BEAC,POP,Population,"18,060,382"
Cameroon,CMR,2007,CFA Franc BEAC,CHCUR,Final Consumption,"7,180,220,000,000"
Cameroon,CMR,2007,CFA Franc BEAC,GCUR,Govt Collective Consumption Overall,"993,485,000,000"
Cameroon,CMR,2007,CFA Franc BEAC,ICUR,Domestic Investment,"1,721,680,000,000"
Cameroon,CMR,2007,CFA Franc BEAC,EXPC,Exports of goods and serices,"2,343,310,000,000"
Cameroon,CMR,2007,CFA Franc BEAC,IMPC,Imports of goods and serices,"2,446,420,000,000"
Cameroon,CMR,2007,CFA Franc BEAC,CACUR,Actual Household Consumption,"7,441,361,700,000"
Cameroon,CMR,2007,CFA Franc BEAC,GCCUR,Govt Collective Consumption Public Goods,"732,343,345,020"
Cameroon,CMR,2008,CFA Franc BEAC,POP,Population,"18,468,000"
Cameroon,CMR,2008,CFA Franc BEAC,CHCUR,Final Consumption,"7,910,070,000,000"
Cameroon,CMR,2008,CFA Franc BEAC,GCUR,Govt Collective Consumption Overall,"1,127,420,000,000"
Cameroon,CMR,2008,CFA Franc BEAC,ICUR,Domestic Investment,"1,922,090,000,000"
Cameroon,CMR,2008,CFA Franc BEAC,EXPC,Exports of goods and serices,"2,470,110,000,000"
Cameroon,CMR,2008,CFA Franc BEAC,IMPC,Imports of goods and serices,"2,800,870,000,000"
Cameroon,CMR,2008,CFA Franc BEAC,CACUR,Actual Household Consumption,"8,206,417,000,000"
Cameroon,CMR,2008,CFA Franc BEAC,GCCUR,Govt Collective Consumption Public Goods,"831,072,974,471"
Cameroon,CMR,2009,CFA Franc BEAC,POP,Population,"18,879,000"
Cameroon,CMR,2009,CFA Franc BEAC,CHCUR,Final Consumption,"7,726,860,000,000"
Cameroon,CMR,2009,CFA Franc BEAC,GCUR,Govt Collective Consumption Overall,"1,458,690,000,000"
Cameroon,CMR,2009,CFA Franc BEAC,ICUR,Domestic Investment,"1,743,210,000,000"
Cameroon,CMR,2009,CFA Franc BEAC,EXPC,Exports of goods and serices,"2,514,680,000,000"
Cameroon,CMR,2009,CFA Franc BEAC,IMPC,Imports of goods and serices,"2,970,040,000,000"
Cameroon,CMR,2009,CFA Franc BEAC,CACUR,Actual Household Consumption,"8,110,282,700,000"
Cameroon,CMR,2009,CFA Franc BEAC,GCCUR,Govt Collective Consumption Public Goods,"1,075,267,300,000"
"Congo, Republic of",COG,2007,CFA Franc BEAC,POP,Population,"3,802,332"
"Congo, Republic of",COG,2007,CFA Franc BEAC,CHCUR,Final Consumption,"1,230,000,000,000"
"Congo, Republic of",COG,2007,CFA Franc BEAC,GCUR,Govt Collective Consumption Overall,"323,000,000,000"
"Congo, Republic of",COG,2007,CFA Franc BEAC,ICUR,Domestic Investment,"1,920,000,000,000"
"Congo, Republic of",COG,2007,CFA Franc BEAC,EXPC,Exports of goods and serices,"2,880,000,000,000"
"Congo, Republic of",COG,2007,CFA Franc BEAC,IMPC,Imports of goods and serices,"2,690,000,000,000"
"Congo, Republic of",COG,2007,CFA Franc BEAC,CACUR,Actual Household Consumption,"1,308,241,800,000"
"Congo, Republic of",COG,2007,CFA Franc BEAC,GCCUR,Govt Collective Consumption Public Goods,"244,758,170,015"
"Congo, Republic of",COG,2008,CFA Franc BEAC,POP,Population,"3,905,000"
"Congo, Republic of",COG,2008,CFA Franc BEAC,CHCUR,Final Consumption,"1,440,000,000,000"
"Congo, Republic of",COG,2008,CFA Franc BEAC,GCUR,Govt Collective Consumption Overall,"365,000,000,000"
"Congo, Republic of",COG,2008,CFA Franc BEAC,ICUR,Domestic Investment,"1,810,000,000,000"
"Congo, Republic of",COG,2008,CFA Franc BEAC,EXPC,Exports of goods and serices,"4,190,000,000,000"
"Congo, Republic of",COG,2008,CFA Franc BEAC,IMPC,Imports of goods and serices,"2,850,000,000,000"
"Congo, Republic of",COG,2008,CFA Franc BEAC,CACUR,Actual Household Consumption,"1,528,415,700,000"
"Congo, Republic of",COG,2008,CFA Franc BEAC,GCCUR,Govt Collective Consumption Public Goods,"276,584,309,769"
"Congo, Republic of",COG,2009,CFA Franc BEAC,POP,Population,"4,013,000"
"Congo, Republic of",COG,2009,CFA Franc BEAC,CHCUR,Final Consumption,"2,130,000,000,000"
"Congo, Republic of",COG,2009,CFA Franc BEAC,GCUR,Govt Collective Consumption Overall,"579,000,000,000"
"Congo, Republic of",COG,2009,CFA Franc BEAC,ICUR,Domestic Investment,"1,170,000,000,000"
"Congo, Republic of",COG,2009,CFA Franc BEAC,EXPC,Exports of goods and serices,"3,180,000,000,000"
"Congo, Republic of",COG,2009,CFA Franc BEAC,IMPC,Imports of goods and serices,"2,360,000,000,000"
"Congo, Republic of",COG,2009,CFA Franc BEAC,CACUR,Actual Household Consumption,"2,270,253,900,000"
"Congo, Republic of",COG,2009,CFA Franc BEAC,GCCUR,Govt Collective Consumption Public Goods,"438,746,069,469"
Cook Islands,COK,2007,New Zealand Dollar,POP,Population,"12,691"
Cook Islands,COK,2007,New Zealand Dollar,CHCUR,Final Consumption,"122,508,734"
Cook Islands,COK,2007,New Zealand Dollar,GCUR,Govt Collective Consumption Overall,"94,238,000"
Cook Islands,COK,2007,New Zealand Dollar,ICUR,Domestic Investment,"39,886,266"
Cook Islands,COK,2007,New Zealand Dollar,EXPC,Exports of goods and serices,"268,811,000"
Cook Islands,COK,2007,New Zealand Dollar,IMPC,Imports of goods and serices,"250,902,000"
Cook Islands,COK,2008,New Zealand Dollar,POP,Population,"12,400"
Cook Islands,COK,2008,New Zealand Dollar,CHCUR,Final Consumption,"125,293,933"
