Cntry,CntryCo,AttName,AttCode,Year,AttValue
Costa Rica,CRI,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,58.1
Costa Rica,CRI,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,12.7
Costa Rica,CRI,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,11.4
Costa Rica,CRI,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,10.5
Costa Rica,CRI,Cost to register property (% of property value),IC.RP.COST,2007,3.3
Costa Rica,CRI,Cost to register property (% of property value),IC.RP.COST,2008,3.4
Costa Rica,CRI,Cost to register property (% of property value),IC.RP.COST,2009,3.4
Cote d'Ivoire,CIV,Time required to start a business (days),IC.REG.DURS,2007,42
Cote d'Ivoire,CIV,Time required to start a business (days),IC.REG.DURS,2008,40
Cote d'Ivoire,CIV,Time required to start a business (days),IC.REG.DURS,2009,40
Cote d'Ivoire,CIV,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,50.6
Cote d'Ivoire,CIV,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,50.6
Cote d'Ivoire,CIV,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,50.4
Cote d'Ivoire,CIV,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,135.8
Cote d'Ivoire,CIV,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,135.1
Cote d'Ivoire,CIV,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,133.3
Cote d'Ivoire,CIV,Cost to register property (% of property value),IC.RP.COST,2007,14
Cote d'Ivoire,CIV,Cost to register property (% of property value),IC.RP.COST,2008,13.9
Cote d'Ivoire,CIV,Cost to register property (% of property value),IC.RP.COST,2009,13.9
Croatia,HRV,Time required to start a business (days),IC.REG.DURS,2007,22.5
Croatia,HRV,Time required to start a business (days),IC.REG.DURS,2008,22.5
Croatia,HRV,Time required to start a business (days),IC.REG.DURS,2009,22.5
Croatia,HRV,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,20.8
Croatia,HRV,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,20.8
Croatia,HRV,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,20.8
Croatia,HRV,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,10.1
Croatia,HRV,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,10.1
Croatia,HRV,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,8.1
Croatia,HRV,Cost to register property (% of property value),IC.RP.COST,2007,5
Croatia,HRV,Cost to register property (% of property value),IC.RP.COST,2008,5
Croatia,HRV,Cost to register property (% of property value),IC.RP.COST,2009,5
Cuba,CUB,Time required to start a business (days),IC.REG.DURS,2007,..
Cuba,CUB,Time required to start a business (days),IC.REG.DURS,2008,..
Cuba,CUB,Time required to start a business (days),IC.REG.DURS,2009,..
Cuba,CUB,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,..
Cuba,CUB,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,..
Cuba,CUB,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,..
Cuba,CUB,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,..
Cuba,CUB,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,..
Cuba,CUB,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,..
Cuba,CUB,Cost to register property (% of property value),IC.RP.COST,2007,..
Cuba,CUB,Cost to register property (% of property value),IC.RP.COST,2008,..
Cuba,CUB,Cost to register property (% of property value),IC.RP.COST,2009,..
Cyprus,CYP,Time required to start a business (days),IC.REG.DURS,2007,..
Cyprus,CYP,Time required to start a business (days),IC.REG.DURS,2008,8
Cyprus,CYP,Time required to start a business (days),IC.REG.DURS,2009,8
Cyprus,CYP,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,..
Cyprus,CYP,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,20.6
Cyprus,CYP,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,20.6
Cyprus,CYP,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,..
Cyprus,CYP,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,14.1
Cyprus,CYP,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,11.7
Cyprus,CYP,Cost to register property (% of property value),IC.RP.COST,2007,..
Cyprus,CYP,Cost to register property (% of property value),IC.RP.COST,2008,10
Cyprus,CYP,Cost to register property (% of property value),IC.RP.COST,2009,10.6
Czech Republic,CZE,Time required to start a business (days),IC.REG.DURS,2007,17
Czech Republic,CZE,Time required to start a business (days),IC.REG.DURS,2008,20
Czech Republic,CZE,Time required to start a business (days),IC.REG.DURS,2009,17
Czech Republic,CZE,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,53.1
Czech Republic,CZE,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,53.1
Czech Republic,CZE,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,51.1
Czech Republic,CZE,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,10.6
Czech Republic,CZE,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,9.6
Czech Republic,CZE,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,9.2
Czech Republic,CZE,Cost to register property (% of property value),IC.RP.COST,2007,3
Czech Republic,CZE,Cost to register property (% of property value),IC.RP.COST,2008,3
Czech Republic,CZE,Cost to register property (% of property value),IC.RP.COST,2009,3
Denmark,DNK,Time required to start a business (days),IC.REG.DURS,2007,6
Denmark,DNK,Time required to start a business (days),IC.REG.DURS,2008,6
Denmark,DNK,Time required to start a business (days),IC.REG.DURS,2009,6
Denmark,DNK,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,32
Denmark,DNK,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,29.2
Denmark,DNK,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,28.2
Denmark,DNK,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,0
Denmark,DNK,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,0
Denmark,DNK,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,0
Denmark,DNK,Cost to register property (% of property value),IC.RP.COST,2007,0.6
Denmark,DNK,Cost to register property (% of property value),IC.RP.COST,2008,0.6
Denmark,DNK,Cost to register property (% of property value),IC.RP.COST,2009,0.6
Djibouti,DJI,Time required to start a business (days),IC.REG.DURS,2007,44
Djibouti,DJI,Time required to start a business (days),IC.REG.DURS,2008,37
Djibouti,DJI,Time required to start a business (days),IC.REG.DURS,2009,37
Djibouti,DJI,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,37.8
Djibouti,DJI,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,37.8
Djibouti,DJI,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,37.8
Djibouti,DJI,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,251.6
Djibouti,DJI,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,245.2
Djibouti,DJI,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,240.1
Djibouti,DJI,Cost to register property (% of property value),IC.RP.COST,2007,13.2
Djibouti,DJI,Cost to register property (% of property value),IC.RP.COST,2008,13.2
Djibouti,DJI,Cost to register property (% of property value),IC.RP.COST,2009,13.1
Dominica,DMA,Time required to start a business (days),IC.REG.DURS,2007,14
Dominica,DMA,Time required to start a business (days),IC.REG.DURS,2008,13
Dominica,DMA,Time required to start a business (days),IC.REG.DURS,2009,13
Dominica,DMA,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,37
Dominica,DMA,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,37
Dominica,DMA,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,37
Dominica,DMA,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,27.1
Dominica,DMA,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,25.5
Dominica,DMA,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,22.6
Dominica,DMA,Cost to register property (% of property value),IC.RP.COST,2007,13.7
Dominica,DMA,Cost to register property (% of property value),IC.RP.COST,2008,13.7
Dominica,DMA,Cost to register property (% of property value),IC.RP.COST,2009,13.7
Dominican Republic,DOM,Time required to start a business (days),IC.REG.DURS,2007,25
Dominican Republic,DOM,Time required to start a business (days),IC.REG.DURS,2008,15
Dominican Republic,DOM,Time required to start a business (days),IC.REG.DURS,2009,16
Dominican Republic,DOM,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,39.5
Dominican Republic,DOM,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,35.2
Dominican Republic,DOM,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,38.4
Dominican Republic,DOM,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,31.1
Dominican Republic,DOM,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,19.4
Dominican Republic,DOM,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,21
Dominican Republic,DOM,Cost to register property (% of property value),IC.RP.COST,2007,5.1
Dominican Republic,DOM,Cost to register property (% of property value),IC.RP.COST,2008,3.8
Dominican Republic,DOM,Cost to register property (% of property value),IC.RP.COST,2009,3.7
East Asia & Pacific,EAP,Time required to start a business (days),IC.REG.DURS,2007,..
East Asia & Pacific,EAP,Time required to start a business (days),IC.REG.DURS,2008,..
East Asia & Pacific,EAP,Time required to start a business (days),IC.REG.DURS,2009,..
East Asia & Pacific,EAP,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,..
East Asia & Pacific,EAP,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,..
East Asia & Pacific,EAP,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,..
East Asia & Pacific,EAP,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,..
East Asia & Pacific,EAP,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,..
East Asia & Pacific,EAP,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,..
East Asia & Pacific,EAP,Cost to register property (% of property value),IC.RP.COST,2007,..
East Asia & Pacific,EAP,Cost to register property (% of property value),IC.RP.COST,2008,..
East Asia & Pacific,EAP,Cost to register property (% of property value),IC.RP.COST,2009,..
Ecuador,ECU,Time required to start a business (days),IC.REG.DURS,2007,65
Ecuador,ECU,Time required to start a business (days),IC.REG.DURS,2008,65
Ecuador,ECU,Time required to start a business (days),IC.REG.DURS,2009,64
Ecuador,ECU,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,35.2
Ecuador,ECU,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,34.8
Ecuador,ECU,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,34.8
Ecuador,ECU,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,29.2
Ecuador,ECU,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,35.3
Ecuador,ECU,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,35.1
Ecuador,ECU,Cost to register property (% of property value),IC.RP.COST,2007,3.2
Ecuador,ECU,Cost to register property (% of property value),IC.RP.COST,2008,2.2
Ecuador,ECU,Cost to register property (% of property value),IC.RP.COST,2009,2.1
"Egypt, Arab Rep.",EGY,Time required to start a business (days),IC.REG.DURS,2007,10
"Egypt, Arab Rep.",EGY,Time required to start a business (days),IC.REG.DURS,2008,8
"Egypt, Arab Rep.",EGY,Time required to start a business (days),IC.REG.DURS,2009,8
"Egypt, Arab Rep.",EGY,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,45.1
"Egypt, Arab Rep.",EGY,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,44
"Egypt, Arab Rep.",EGY,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,43
"Egypt, Arab Rep.",EGY,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,28.9
"Egypt, Arab Rep.",EGY,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,22.7
"Egypt, Arab Rep.",EGY,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,20.7
"Egypt, Arab Rep.",EGY,Cost to register property (% of property value),IC.RP.COST,2007,1
"Egypt, Arab Rep.",EGY,Cost to register property (% of property value),IC.RP.COST,2008,0.9
"Egypt, Arab Rep.",EGY,Cost to register property (% of property value),IC.RP.COST,2009,0.9
El Salvador,SLV,Time required to start a business (days),IC.REG.DURS,2007,19.5
El Salvador,SLV,Time required to start a business (days),IC.REG.DURS,2008,16.5
El Salvador,SLV,Time required to start a business (days),IC.REG.DURS,2009,16.5
El Salvador,SLV,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,34.8
El Salvador,SLV,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,34.8
El Salvador,SLV,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,34.8
El Salvador,SLV,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,74.7
El Salvador,SLV,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,54.9
El Salvador,SLV,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,42.9
El Salvador,SLV,Cost to register property (% of property value),IC.RP.COST,2007,3.6
El Salvador,SLV,Cost to register property (% of property value),IC.RP.COST,2008,3.7
El Salvador,SLV,Cost to register property (% of property value),IC.RP.COST,2009,3.8
Equatorial Guinea,GNQ,Time required to start a business (days),IC.REG.DURS,2007,155
Equatorial Guinea,GNQ,Time required to start a business (days),IC.REG.DURS,2008,155
Equatorial Guinea,GNQ,Time required to start a business (days),IC.REG.DURS,2009,155
Equatorial Guinea,GNQ,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,47.1
Equatorial Guinea,GNQ,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,47.1
Equatorial Guinea,GNQ,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,47.1
Equatorial Guinea,GNQ,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,101.4
Equatorial Guinea,GNQ,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,99.3
Equatorial Guinea,GNQ,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,98.4
Equatorial Guinea,GNQ,Cost to register property (% of property value),IC.RP.COST,2007,12.5
Equatorial Guinea,GNQ,Cost to register property (% of property value),IC.RP.COST,2008,12.5
Equatorial Guinea,GNQ,Cost to register property (% of property value),IC.RP.COST,2009,12.5
Eritrea,ERI,Time required to start a business (days),IC.REG.DURS,2007,83
Eritrea,ERI,Time required to start a business (days),IC.REG.DURS,2008,84
Eritrea,ERI,Time required to start a business (days),IC.REG.DURS,2009,84
Eritrea,ERI,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,84.5
Eritrea,ERI,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,84.5
Eritrea,ERI,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,84.5
Eritrea,ERI,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,125.8
Eritrea,ERI,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,102.2
Eritrea,ERI,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,76.5
Eritrea,ERI,Cost to register property (% of property value),IC.RP.COST,2007,9.2
Eritrea,ERI,Cost to register property (% of property value),IC.RP.COST,2008,9.2
Eritrea,ERI,Cost to register property (% of property value),IC.RP.COST,2009,9.1
Estonia,EST,Time required to start a business (days),IC.REG.DURS,2007,6.5
Estonia,EST,Time required to start a business (days),IC.REG.DURS,2008,6.5
Estonia,EST,Time required to start a business (days),IC.REG.DURS,2009,6.5
Estonia,EST,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,48.7
Estonia,EST,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,48.1
Estonia,EST,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,48.4
Estonia,EST,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,2
Estonia,EST,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,1.7
Estonia,EST,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,1.7
Estonia,EST,Cost to register property (% of property value),IC.RP.COST,2007,0.5
Estonia,EST,Cost to register property (% of property value),IC.RP.COST,2008,0.4
Estonia,EST,Cost to register property (% of property value),IC.RP.COST,2009,0.5
Ethiopia,ETH,Time required to start a business (days),IC.REG.DURS,2007,19
Ethiopia,ETH,Time required to start a business (days),IC.REG.DURS,2008,19
Ethiopia,ETH,Time required to start a business (days),IC.REG.DURS,2009,20
Ethiopia,ETH,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,30.3
Ethiopia,ETH,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,30.3
Ethiopia,ETH,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,30.3
Ethiopia,ETH,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,43
Ethiopia,ETH,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,31.1
Ethiopia,ETH,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,268.4
Ethiopia,ETH,Cost to register property (% of property value),IC.RP.COST,2007,7.5
Ethiopia,ETH,Cost to register property (% of property value),IC.RP.COST,2008,7.1
Ethiopia,ETH,Cost to register property (% of property value),IC.RP.COST,2009,6.2
Europe & Central Asia,ECA,Time required to start a business (days),IC.REG.DURS,2007,..
Europe & Central Asia,ECA,Time required to start a business (days),IC.REG.DURS,2008,..
Europe & Central Asia,ECA,Time required to start a business (days),IC.REG.DURS,2009,..
Europe & Central Asia,ECA,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,..
Europe & Central Asia,ECA,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,..
Europe & Central Asia,ECA,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,..
Europe & Central Asia,ECA,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,..
Europe & Central Asia,ECA,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,..
Europe & Central Asia,ECA,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,..
Europe & Central Asia,ECA,Cost to register property (% of property value),IC.RP.COST,2007,..
Europe & Central Asia,ECA,Cost to register property (% of property value),IC.RP.COST,2008,..
Europe & Central Asia,ECA,Cost to register property (% of property value),IC.RP.COST,2009,..
European Monetary Union,EMU,Time required to start a business (days),IC.REG.DURS,2007,..
European Monetary Union,EMU,Time required to start a business (days),IC.REG.DURS,2008,..
European Monetary Union,EMU,Time required to start a business (days),IC.REG.DURS,2009,..
European Monetary Union,EMU,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,..
European Monetary Union,EMU,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,..
European Monetary Union,EMU,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,..
European Monetary Union,EMU,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,..
European Monetary Union,EMU,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,..
European Monetary Union,EMU,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,..
European Monetary Union,EMU,Cost to register property (% of property value),IC.RP.COST,2007,..
European Monetary Union,EMU,Cost to register property (% of property value),IC.RP.COST,2008,..
European Monetary Union,EMU,Cost to register property (% of property value),IC.RP.COST,2009,..
Faeroe Islands,FRO,Time required to start a business (days),IC.REG.DURS,2007,..
Faeroe Islands,FRO,Time required to start a business (days),IC.REG.DURS,2008,..
Faeroe Islands,FRO,Time required to start a business (days),IC.REG.DURS,2009,..
Faeroe Islands,FRO,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,..
Faeroe Islands,FRO,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,..
Faeroe Islands,FRO,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,..
Faeroe Islands,FRO,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,..
Faeroe Islands,FRO,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,..
Faeroe Islands,FRO,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,..
Faeroe Islands,FRO,Cost to register property (% of property value),IC.RP.COST,2007,..
Faeroe Islands,FRO,Cost to register property (% of property value),IC.RP.COST,2008,..
Faeroe Islands,FRO,Cost to register property (% of property value),IC.RP.COST,2009,..
Fiji,FJI,Time required to start a business (days),IC.REG.DURS,2007,44
Fiji,FJI,Time required to start a business (days),IC.REG.DURS,2008,44
Fiji,FJI,Time required to start a business (days),IC.REG.DURS,2009,44
Fiji,FJI,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,41.5
Fiji,FJI,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,41.5
Fiji,FJI,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,41.2
Fiji,FJI,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,25.3
Fiji,FJI,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,25.2
Fiji,FJI,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,25.3
Fiji,FJI,Cost to register property (% of property value),IC.RP.COST,2007,2
Fiji,FJI,Cost to register property (% of property value),IC.RP.COST,2008,2
Fiji,FJI,Cost to register property (% of property value),IC.RP.COST,2009,2
Finland,FIN,Time required to start a business (days),IC.REG.DURS,2007,14
Finland,FIN,Time required to start a business (days),IC.REG.DURS,2008,14
Finland,FIN,Time required to start a business (days),IC.REG.DURS,2009,14
Finland,FIN,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,47.8
Finland,FIN,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,47.8
Finland,FIN,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,47.7
Finland,FIN,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,1
Finland,FIN,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,1
Finland,FIN,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,0.9
Finland,FIN,Cost to register property (% of property value),IC.RP.COST,2007,4
Finland,FIN,Cost to register property (% of property value),IC.RP.COST,2008,4
Finland,FIN,Cost to register property (% of property value),IC.RP.COST,2009,4
France,FRA,Time required to start a business (days),IC.REG.DURS,2007,7
France,FRA,Time required to start a business (days),IC.REG.DURS,2008,6.5
France,FRA,Time required to start a business (days),IC.REG.DURS,2009,6.5
France,FRA,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,66.6
France,FRA,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,66.1
France,FRA,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,65.8
France,FRA,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,1.1
France,FRA,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,1
France,FRA,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,0.9
France,FRA,Cost to register property (% of property value),IC.RP.COST,2007,6.1
France,FRA,Cost to register property (% of property value),IC.RP.COST,2008,6.1
France,FRA,Cost to register property (% of property value),IC.RP.COST,2009,6.1
French Polynesia,PYF,Time required to start a business (days),IC.REG.DURS,2007,..
French Polynesia,PYF,Time required to start a business (days),IC.REG.DURS,2008,..
French Polynesia,PYF,Time required to start a business (days),IC.REG.DURS,2009,..
French Polynesia,PYF,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,..
French Polynesia,PYF,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,..
French Polynesia,PYF,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,..
French Polynesia,PYF,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,..
French Polynesia,PYF,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,..
French Polynesia,PYF,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,..
French Polynesia,PYF,Cost to register property (% of property value),IC.RP.COST,2007,..
French Polynesia,PYF,Cost to register property (% of property value),IC.RP.COST,2008,..
French Polynesia,PYF,Cost to register property (% of property value),IC.RP.COST,2009,..
Gabon,GAB,Time required to start a business (days),IC.REG.DURS,2007,57
Gabon,GAB,Time required to start a business (days),IC.REG.DURS,2008,57
Gabon,GAB,Time required to start a business (days),IC.REG.DURS,2009,57
Gabon,GAB,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,44.2
Gabon,GAB,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,44.2
Gabon,GAB,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,44.2
Gabon,GAB,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,25.6
Gabon,GAB,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,20.3
Gabon,GAB,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,17.8
Gabon,GAB,Cost to register property (% of property value),IC.RP.COST,2007,10.5
Gabon,GAB,Cost to register property (% of property value),IC.RP.COST,2008,10.5
Gabon,GAB,Cost to register property (% of property value),IC.RP.COST,2009,10.5
"Gambia, The",GMB,Time required to start a business (days),IC.REG.DURS,2007,32
"Gambia, The",GMB,Time required to start a business (days),IC.REG.DURS,2008,27
"Gambia, The",GMB,Time required to start a business (days),IC.REG.DURS,2009,27
"Gambia, The",GMB,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,292.1
"Gambia, The",GMB,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,292.1
"Gambia, The",GMB,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,292.1
"Gambia, The",GMB,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,279
"Gambia, The",GMB,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,254.9
"Gambia, The",GMB,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2009,215.1
"Gambia, The",GMB,Cost to register property (% of property value),IC.RP.COST,2007,7.6
"Gambia, The",GMB,Cost to register property (% of property value),IC.RP.COST,2008,7.6
"Gambia, The",GMB,Cost to register property (% of property value),IC.RP.COST,2009,7.6
Georgia,GEO,Time required to start a business (days),IC.REG.DURS,2007,12
Georgia,GEO,Time required to start a business (days),IC.REG.DURS,2008,4
Georgia,GEO,Time required to start a business (days),IC.REG.DURS,2009,4
Georgia,GEO,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2007,38.6
Georgia,GEO,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2008,38.6
Georgia,GEO,Total tax rate (% of profit),IC.TAX.TOTL.CP.ZS,2009,15.3
Georgia,GEO,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2007,9.5
Georgia,GEO,Cost to start a business (% of income per capita),IC.REG.COST.PC.ZS,2008,4
